id,name,password,curfoudrisingamount,closedfoundrisingamount,fund_balance,income_history,outcome_history,volunteer_amount
254,Friesen-Lynch,PREx9H9zEDg,1,0,"$8,732,980.06","$8,732,980.06",$0.00,98
232,Schneider-Bogan,eteR5By,0,0,"$2,745,848.15","$2,745,848.15",$0.00,83
265,Beatty LLC,qzhRhShNf,0,0,"$8,669,540.83","$8,669,540.83",$0.00,67
266,Hane-Schumm,x1409uAwh,1,0,"$8,912,970.56","$8,912,970.56",$0.00,80
262,Keebler Group,WH5SU46DlaV6,1,0,"$8,914,654.90","$8,914,654.90",$0.00,25
249,Champlin Inc,R7z7EYA6T,1,0,"$4,070,599.59","$4,070,599.59",$0.00,61
218,Hamill Inc,ylfF0ggAZs,1,0,"$2,619,587.53","$2,619,587.53",$0.00,67
212,Hartmann-Hilpert,KvFmWuD12,1,0,"$3,090,391.02","$3,090,391.02",$0.00,61
219,Roob Inc,quPSas8V,0,0,"$2,184,954.01","$2,184,954.01",$0.00,15
210,"Kilback, Murazik and Feest",e6LzUeJCCMA,2,0,"$2,029,495.54","$2,029,495.54",$0.00,88
227,Toy-Deckow,GIR0Wpx8d3o,2,0,"$2,468,867.62","$2,468,867.62",$0.00,94
237,Blanda-Skiles,CPKcc9,1,0,"$647,168.47","$647,168.47",$0.00,25
240,Krajcik-Gottlieb,AqnwTFl3,1,0,"$743,180.58","$743,180.58",$0.00,34
220,Schinner-Reynolds,SYrcz5b5G7,2,0,"$4,270,041.97","$4,270,041.97",$0.00,75
248,"Paucek, Von and Wisozk",tLH5cvM,1,0,"$8,282,675.98","$8,282,675.98",$0.00,0
258,"Daniel, Brekke and Towne",otMOeDmoXn,3,0,"$3,508,889.26","$3,508,889.26",$0.00,73
294,Witting Group,0JJOiBGQyOgr,0,0,"$4,604,087.67","$4,604,087.67",$0.00,39
206,Nikolaus LLC,98mwq5,1,0,"$4,051,241.09","$4,051,241.09",$0.00,93
223,Hodkiewicz-Rosenbaum,WweDAGI2,2,0,"$4,046,347.27","$4,046,347.27",$0.00,11
202,"Gislason, Rosenbaum and Dibbert",XBK5sU4,2,0,"$6,327,813.85","$6,327,813.85",$0.00,62
231,Wyman-Lehner,MvT7teD5hj,0,0,"$8,441,997.38","$8,441,997.38",$0.00,40
259,"Bergnaum, Hegmann and Gerlach",URmPKm,1,0,"$4,833,346.80","$4,833,346.80",$0.00,26
195,Gutmann-Kling,SiinYmLRX,2,0,"$7,104,506.42","$7,104,506.42",$0.00,69
243,Ernser-Wisoky,mmGcNpxVTR,2,0,"$2,802,071.46","$2,802,071.46",$0.00,93
215,Ferry-Grady,Qg2WJg7,2,0,"$4,931,940.83","$4,931,940.83",$0.00,64
190,"Pagac, Romaguera and Schultz",nBjsaNGy,1,0,"$4,107,179.75","$4,107,179.75",$0.00,16
242,Schneider-Grant,L2DhKLr,0,0,"$2,900,197.39","$2,900,197.39",$0.00,87
234,Jacobi LLC,dPm3uehfx6c,1,0,"$2,100,541.99","$2,100,541.99",$0.00,23
197,Wisozk-Beier,bXa58UtZ,1,0,"$1,579,093.88","$1,579,093.88",$0.00,82
230,"Bechtelar, Reichel and Mann",RScrjjxZ8M,1,0,"$1,044,271.26","$1,044,271.26",$0.00,18
244,Dooley Inc,YL4LhdZU,1,0,"$5,697,180.05","$5,697,180.05",$0.00,4
322,"Will, Parker and Hane",3fslUP3pD,0,0,"$2,005,067.95","$2,005,067.95",$0.00,37
199,Russel and Sons,sPZRZ3L1E,2,0,"$8,758,959.62","$8,758,959.62",$0.00,75
341,Crooks-Shields,OpoSvcRqEg,2,0,"$5,261,040.99","$5,261,040.99",$0.00,5
299,"Schiller, Konopelski and Tremblay",zTXpMSMUP,1,0,"$3,840,676.68","$3,840,676.68",$0.00,6
276,Morissette-Keebler,7f8vWq4bMUyP,1,0,"$6,886,322.89","$6,886,322.89",$0.00,37
287,Turner-Rutherford,z5RAnaiWg,2,0,"$8,926,589.07","$8,926,589.07",$0.00,34
297,Ryan-Mante,WCC1gvgLBi,1,0,"$8,352,627.26","$8,352,627.26",$0.00,68
275,Smitham LLC,PqdVbod8tqOn,1,0,"$3,337,132.79","$3,337,132.79",$0.00,31
272,Raynor LLC,VYRttMBkk,4,0,"$1,505,702.28","$1,505,702.28",$0.00,70
319,"King, McClure and Mertz",g2j7GqidMeA,1,0,"$2,675,857.79","$2,675,857.79",$0.00,17
314,"Welch, Smitham and Ortiz",uz0Vn0UGc4,1,0,"$8,707,945.40","$8,707,945.40",$0.00,15
320,Nolan-Huel,tr8NDc8nfcBn,2,0,"$2,053,484.50","$2,053,484.50",$0.00,19
385,Mitchell-Gerlach,kmNZIOC9TJk4,0,0,"$4,647,226.56","$4,647,226.56",$0.00,1
308,Hauck-Ebert,4Noko1vWf,1,0,"$8,502,525.51","$8,502,525.51",$0.00,49
371,"Bogan, Herman and Abshire",ezr8PIFB,0,0,"$8,855,455.16","$8,855,455.16",$0.00,78
284,Simonis LLC,C2AGH5,1,0,"$1,007,133.97","$1,007,133.97",$0.00,97
285,Rowe-Wolf,aF1EUKpgqb8,1,0,"$7,164,382.12","$7,164,382.12",$0.00,86
335,Buckridge-Crona,lJelWm9,0,0,"$5,465,274.21","$5,465,274.21",$0.00,20
291,"Erdman, Strosin and Kertzmann",04FTrKUS,4,0,"$2,461,944.45","$2,461,944.45",$0.00,82
348,"Corkery, Purdy and Jacobson",Syku19j,0,0,"$8,428,104.89","$8,428,104.89",$0.00,21
326,Haag-Towne,ZIUFoE,3,0,"$1,652,960.81","$1,652,960.81",$0.00,89
273,Welch and Sons,8ytQUk3C96,2,0,"$2,402,855.56","$2,402,855.56",$0.00,34
270,Tillman Inc,P8YOCtN22S8,1,0,"$5,983,155.37","$5,983,155.37",$0.00,39
331,"Jerde, Mills and Dietrich",UjuOtCRhch,2,0,"$1,899,098.65","$1,899,098.65",$0.00,9
309,Wisozk Group,VbgLaBxK,2,0,"$3,249,243.19","$3,249,243.19",$0.00,6
329,Shanahan Group,mq5KZsOrc,1,0,"$2,317,005.99","$2,317,005.99",$0.00,86
310,"Bradtke, Murazik and Hammes",En2S7PN,1,0,"$7,951,167.67","$7,951,167.67",$0.00,32
290,Bartoletti-Mayer,PLzE3W7r2,2,0,"$1,917,707.62","$1,917,707.62",$0.00,83
327,Wolff LLC,95RmF9R,0,0,"$4,719,825.73","$4,719,825.73",$0.00,16
298,Hilll LLC,aeKYtayjc,1,0,"$63,793.34","$63,793.34",$0.00,7
332,Runolfsson and Sons,UqfyNpV,4,0,"$4,659,328.11","$4,659,328.11",$0.00,8
349,"Wilkinson, Keebler and O'Keefe",xxrQkNacX,0,0,"$7,042,118.57","$7,042,118.57",$0.00,95
387,"Kuhn, Pacocha and Lindgren",f3wJjZ74kc,0,0,"$1,097,250.10","$1,097,250.10",$0.00,45
339,"Marvin, Quitzon and Toy",YKtGd6,1,0,"$1,827,638.63","$1,827,638.63",$0.00,62
337,Jast Inc,L1p51XT,1,0,"$7,288,286.30","$7,288,286.30",$0.00,71
363,Senger Inc,2n2fojdfqWw,0,0,"$1,253,993.48","$1,253,993.48",$0.00,11
384,Strosin and Sons,AoJegpes,0,0,"$7,900,483.37","$7,900,483.37",$0.00,22
324,Howe-Schulist,pTtIoB,0,0,"$1,678,846.01","$1,678,846.01",$0.00,4
370,"Kihn, Smith and Hyatt",XEdRePij,0,0,"$3,482,625.50","$3,482,625.50",$0.00,78
368,Kshlerin and Sons,B0F3Udr0,0,0,"$6,709,993.05","$6,709,993.05",$0.00,31
383,Walsh-Prosacco,7I7zBNjW,0,0,"$896,492.40","$896,492.40",$0.00,95
286,"Denesik, Schoen and Hettinger",brYYlBds,2,0,"$3,935,745.26","$3,935,745.26",$0.00,68
343,Corwin-Kerluke,W2JPXi,1,0,"$8,378,674.41","$8,378,674.41",$0.00,94
301,Waters-Fisher,XGUkdikM2Qjt,4,0,"$166,423.94","$166,423.94",$0.00,54
317,Nikolaus-Sipes,GTfCCHg,1,0,"$2,589,507.03","$2,589,507.03",$0.00,28
300,"Pfeffer, Mosciski and Grimes",Au25WFE,2,0,"$1,268,623.34","$1,268,623.34",$0.00,13
304,Gulgowski-Tremblay,m4hHMC2NvTm,2,0,"$7,984,004.71","$7,984,004.71",$0.00,52
356,Zemlak Group,ec9kIJiDT24,0,0,"$1,443,048.63","$1,443,048.63",$0.00,14
307,Wyman Group,vxnnelMmhq,2,0,"$2,706,088.31","$2,706,088.31",$0.00,70
333,Dooley-Ullrich,Vqm5k9o2S7,0,0,"$2,377,965.69","$2,377,965.69",$0.00,62
318,"Gaylord, Bartell and Wilkinson",rbqtQtzk5,1,0,"$6,585,715.01","$6,585,715.01",$0.00,84
271,Parisian-Bosco,QTvX8jlN1,1,0,"$3,213,886.62","$3,213,886.62",$0.00,90
328,Goldner-Glover,hJa21x7T,0,0,"$7,721,314.17","$7,721,314.17",$0.00,65
321,Bartoletti-Kihn,JkFLEFiI,1,0,"$8,218,220.29","$8,218,220.29",$0.00,59
330,Bernier Group,S5yrxOU,0,0,"$1,353,820.36","$1,353,820.36",$0.00,35
289,Upton-Deckow,jZGm4arnTrpR,2,0,"$8,886,895.11","$8,886,895.11",$0.00,46
390,Donnelly-Pollich,TVjrrXL5KZ,0,0,"$6,402,430.46","$6,402,430.46",$0.00,58
293,Ullrich-Kutch,kZgFHVEmNhfd,3,0,"$7,976,894.05","$7,976,894.05",$0.00,91
312,"Cartwright, Schuppe and Koelpin",KG24PXK456,1,0,"$7,951,710.54","$7,951,710.54",$0.00,77
391,Funk-Breitenberg,XcADaYHcs,1,0,"$3,293,173.53","$3,293,173.53",$0.00,60
340,Brown and Sons,jK6rGHvDmq,0,0,"$3,091,758.68","$3,091,758.68",$0.00,95
277,"Ryan, Morissette and Borer",tHkdmIR8,2,0,"$5,957,579.33","$5,957,579.33",$0.00,54
282,"Weissnat, Wilderman and Johnson",BalGEs,1,0,"$7,087,501.35","$7,087,501.35",$0.00,59
355,Pfannerstill and Sons,Jfp02gs8,0,0,"$7,562,865.60","$7,562,865.60",$0.00,9
279,Blick and Sons,E17hfVxdU1,3,0,"$220,428.54","$220,428.54",$0.00,30
296,"Wisoky, Pfeffer and Ziemann",e4zoX1,3,0,"$2,054,527.14","$2,054,527.14",$0.00,50
342,Macejkovic-Yost,GQ5PY5CscX,1,0,"$2,027,277.73","$2,027,277.73",$0.00,86
315,Hahn and Sons,70MCTn,1,0,"$8,755,292.35","$8,755,292.35",$0.00,95
325,Hane LLC,31TYFjTe,0,0,"$17,659.02","$17,659.02",$0.00,17
269,Larkin Inc,QyUr2MO7apED,4,0,"$8,362,993.43","$8,362,993.43",$0.00,29
305,"Mante, Friesen and Aufderhar",5lolaEOi0w,1,0,"$7,473,903.55","$7,473,903.55",$0.00,0
364,McGlynn-Schuppe,KVp5Gn,0,0,"$8,005,737.75","$8,005,737.75",$0.00,53
311,"Swaniawski, Smith and Hickle",hlxT3m0,2,0,"$1,472,999.08","$1,472,999.08",$0.00,29
295,"Harber, Muller and Brakus",IvKuDlVV,2,0,"$7,554,545.29","$7,554,545.29",$0.00,56
336,"Kris, McCullough and Wuckert",ie5baO,1,0,"$7,204,739.62","$7,204,739.62",$0.00,100
281,"Senger, Nolan and Hilll",ophPyk7pd,1,0,"$6,921,407.09","$6,921,407.09",$0.00,54
389,Fay LLC,8sxS7I4vT,2,0,"$5,844,274.72","$5,844,274.72",$0.00,59
401,"Lehner, Heaney and Schumm",OBd3Qn,1,0,"$4,224,043.26","$4,224,043.26",$0.00,53
421,Heathcote LLC,UMyU6e99,0,0,"$5,464,893.26","$5,464,893.26",$0.00,50
382,Crooks-Kuhic,Vx7Oi4tynliE,2,0,"$5,098,832.63","$5,098,832.63",$0.00,5
446,Lynch-Senger,LIX195GxcgUh,0,0,"$5,448,868.11","$5,448,868.11",$0.00,27
434,Armstrong Inc,lSSbTuiCuUU,0,0,"$378,409.51","$378,409.51",$0.00,1
438,"Maggio, Effertz and Conn",ScZjz3ymnypI,0,0,"$3,716,471.28","$3,716,471.28",$0.00,92
365,Stamm LLC,1Z2Nq6TZDRu,1,0,"$896,139.75","$896,139.75",$0.00,1
459,Strosin-Wilderman,IIHkjy,0,0,"$7,210,292.97","$7,210,292.97",$0.00,57
393,Koch-Huel,lF2SXaBs,3,0,"$1,413,447.84","$1,413,447.84",$0.00,8
403,Turcotte Inc,XANFtRGCJLs,1,0,"$5,911,656.11","$5,911,656.11",$0.00,70
460,Crona-Funk,KFAkmMeg,0,0,"$7,495,743.40","$7,495,743.40",$0.00,8
452,"Collins, Roob and Maggio",bQF2u7,0,0,"$900,597.45","$900,597.45",$0.00,13
381,Marvin LLC,7NAIrTJ5l2,2,0,"$6,472,807.23","$6,472,807.23",$0.00,70
425,"Kautzer, Zieme and Wilderman",DBBEFxZE,0,0,"$5,057,900.73","$5,057,900.73",$0.00,22
443,"Goodwin, Schimmel and Rempel",AhCquVPhTf,0,0,"$2,001,064.74","$2,001,064.74",$0.00,53
369,"Bailey, Hilll and Jast",dXXmWh7j,2,0,"$3,156,636.04","$3,156,636.04",$0.00,60
366,Barrows LLC,X7aR4H5kxYPW,3,0,"$101,414.88","$101,414.88",$0.00,42
444,Marquardt Inc,J6J8aISHl,0,0,"$8,618,683.56","$8,618,683.56",$0.00,20
386,Hilpert-Howe,HDgdHs6,1,0,"$6,996,697.56","$6,996,697.56",$0.00,94
398,Gleason-Hayes,tI89R1X,3,0,"$3,450,120.79","$3,450,120.79",$0.00,15
354,Effertz-Davis,uui7ijs,2,0,"$2,841,155.29","$2,841,155.29",$0.00,29
378,Daugherty Inc,otR87HCJ,3,0,"$8,818,294.96","$8,818,294.96",$0.00,67
352,Jacobs and Sons,bbG4j4tEpc,1,0,"$6,803,737.35","$6,803,737.35",$0.00,40
388,Steuber-Boehm,09HcNfJBpc5G,1,0,"$4,127,583.82","$4,127,583.82",$0.00,88
373,Gleason and Sons,3Cn3QAUUdQ,1,0,"$1,124,740.61","$1,124,740.61",$0.00,94
353,Kirlin Inc,q0YS5H,3,0,"$7,268,117.60","$7,268,117.60",$0.00,51
375,"Wiza, Collier and Hansen",xfzvgP,3,0,"$2,099,501.58","$2,099,501.58",$0.00,64
422,Spencer Group,EURa4X8caA,1,0,"$8,694,864.35","$8,694,864.35",$0.00,54
413,Gibson LLC,HB0pCFZ,1,0,"$2,289,892.55","$2,289,892.55",$0.00,24
372,Lubowitz-Labadie,7NeNrlmPe4b,1,0,"$2,692,791.47","$2,692,791.47",$0.00,75
379,Will-Swift,V2lGHXic,1,0,"$4,117,724.78","$4,117,724.78",$0.00,14
407,Haley LLC,lDOSOT6vM,3,0,"$4,857,619.22","$4,857,619.22",$0.00,60
376,Medhurst and Sons,LXywaXG1HGbQ,1,0,"$2,974,747.40","$2,974,747.40",$0.00,55
350,"Skiles, Mayert and Jacobs",GhjpEAH,2,0,"$7,396,896.97","$7,396,896.97",$0.00,62
406,Olson LLC,IsKKQ5hzIYq,2,0,"$6,092,145.14","$6,092,145.14",$0.00,81
420,Thiel Inc,ql4P5LTASE,1,0,"$827,629.63","$827,629.63",$0.00,13
360,Russel Group,SpR5Tmyq,2,0,"$6,734,184.44","$6,734,184.44",$0.00,23
437,Blick-Ritchie,QlUmObC,0,0,"$2,655,590.16","$2,655,590.16",$0.00,53
367,"Dare, Veum and Rath",EWm6zkcnGN,1,0,"$7,291,212.97","$7,291,212.97",$0.00,46
465,"Rice, Kuhn and Schmitt",iI7YE6,0,0,"$8,990,119.24","$8,990,119.24",$0.00,45
345,"Labadie, Kuhn and Bauch",CpCsFOoL46in,1,0,"$1,192,225.44","$1,192,225.44",$0.00,67
351,"Green, Luettgen and Romaguera",soPN81,1,0,"$3,711,177.57","$3,711,177.57",$0.00,28
397,Mante-Blanda,gvdXUcIw,1,0,"$3,446,401.79","$3,446,401.79",$0.00,58
416,"Gulgowski, Schumm and Sanford",39UqJjA7vkzm,0,0,"$1,583,720.63","$1,583,720.63",$0.00,92
415,Koss-White,7xUyOGZ,0,0,"$3,388,392.89","$3,388,392.89",$0.00,57
411,Heathcote Group,T6BnTCM7cWSM,0,0,"$392,599.38","$392,599.38",$0.00,24
455,Boyle LLC,djTjni2em,0,0,"$2,943,533.13","$2,943,533.13",$0.00,24
374,Kihn and Sons,BvOjSjej29BD,2,0,"$2,489,099.09","$2,489,099.09",$0.00,23
426,Bernier-Ledner,4mXgsPY9P,0,0,"$2,331,677.84","$2,331,677.84",$0.00,43
431,"Dach, Mertz and King",LEUXOqjeq,0,0,"$1,196,889.06","$1,196,889.06",$0.00,73
346,Turcotte-Reynolds,4BwToIOI8e,1,0,"$7,791,119.59","$7,791,119.59",$0.00,90
358,"Cormier, Cummings and O'Keefe",r2loVYKzdQ,1,0,"$1,411,139.74","$1,411,139.74",$0.00,55
428,Runolfsson and Sons,8SD6gzVQ,0,0,"$8,503,808.12","$8,503,808.12",$0.00,51
399,Cremin-Koss,e7q1Hob,0,0,"$2,887,584.06","$2,887,584.06",$0.00,12
451,"Ryan, Parker and Boehm",uQ9qOrgWi,0,0,"$8,770,985.12","$8,770,985.12",$0.00,38
423,Krajcik and Sons,2XjwHjQ,1,0,"$4,557,195.57","$4,557,195.57",$0.00,87
402,Runolfsdottir Inc,AsRzLlEZoEL,0,0,"$6,188,251.79","$6,188,251.79",$0.00,45
408,Mohr LLC,1vEJqHbWY1f,0,0,"$4,222,696.04","$4,222,696.04",$0.00,71
395,Purdy LLC,5jJ2lqfykEV,2,0,"$1,409,249.48","$1,409,249.48",$0.00,45
394,Ledner-Jacobson,Io4qQGRB,1,0,"$3,575,891.01","$3,575,891.01",$0.00,68
414,"Schroeder, Bosco and Schiller",CvGBjE6xyiI,0,0,"$2,385,607.07","$2,385,607.07",$0.00,100
392,Muller-Bosco,sQ6lUUwTAl9b,0,0,"$5,431,970.25","$5,431,970.25",$0.00,31
412,Fritsch LLC,KIaiu1i,1,0,"$4,138,372.42","$4,138,372.42",$0.00,26
404,Batz Group,m4ZY2xljOKt,3,0,"$5,825,499.18","$5,825,499.18",$0.00,19
447,"Wilderman, Zemlak and Schuppe",RtVxqihvaoF,0,0,"$7,712,395.81","$7,712,395.81",$0.00,8
357,Champlin Inc,Bg3B708,3,0,"$348,857.60","$348,857.60",$0.00,78
405,Considine-Rosenbaum,lXt80qQ,0,0,"$3,085,778.36","$3,085,778.36",$0.00,3
418,Jaskolski Group,iICoqIFf06k,1,0,"$3,433,077.02","$3,433,077.02",$0.00,22
377,Schultz and Sons,E2kG2xcO,1,0,"$591,161.23","$591,161.23",$0.00,95
409,Nikolaus Group,ixknH2hVgcd,0,0,"$5,275,898.78","$5,275,898.78",$0.00,32
417,Vandervort-Nicolas,lUTN0kpiWjDv,4,0,"$7,492,809.20","$7,492,809.20",$0.00,62
419,"Little, Olson and Kris",DkVoUBoY4O,0,0,"$8,868,375.05","$8,868,375.05",$0.00,53
400,Huels Inc,ie9Tzl3cA,0,0,"$5,516,938.35","$5,516,938.35",$0.00,21
380,Hintz-Ratke,sPQlyKF6eXJJ,1,0,"$6,606,641.11","$6,606,641.11",$0.00,81
540,Crona LLC,VBOOQwzCJAhb,0,0,"$2,822,149.01","$2,822,149.01",$0.00,89
488,Keebler-Cormier,ef5CJVaQmHh,0,0,"$2,529,939.25","$2,529,939.25",$0.00,86
531,Emard Inc,rXG5WHfF,0,0,"$7,335,857.79","$7,335,857.79",$0.00,2
457,"Ferry, Price and Cartwright",tCjxXUfic7,1,0,"$3,258,330.61","$3,258,330.61",$0.00,52
492,"Wilderman, Lesch and Bode",cVQnNTfd2,0,0,"$4,243,389.99","$4,243,389.99",$0.00,71
436,Halvorson-Davis,GnHe03OVT,1,0,"$310,012.50","$310,012.50",$0.00,10
520,Marvin-Emmerich,zrXZX4gpEiG,0,0,"$7,706,961.10","$7,706,961.10",$0.00,78
471,O'Connell Inc,EYpUtOW6w,2,0,"$1,591,142.22","$1,591,142.22",$0.00,57
491,Konopelski Group,HkaEN731rP,0,0,"$6,195,647.68","$6,195,647.68",$0.00,63
493,Grimes LLC,bt9b99zQ5U0,0,0,"$394,620.14","$394,620.14",$0.00,62
430,"Cremin, Grady and Schaefer",RsmV93yZY8,2,0,"$4,589,728.72","$4,589,728.72",$0.00,51
518,Feest Inc,tm288polIh,0,0,"$4,364,373.56","$4,364,373.56",$0.00,82
441,Littel Group,bYkmmViBSm8M,3,0,"$691,063.37","$691,063.37",$0.00,38
487,"Abshire, Kirlin and Monahan",WnE1aHHp,3,0,"$103,130.78","$103,130.78",$0.00,77
528,Predovic-Towne,CRj5sr,0,0,"$1,070,424.48","$1,070,424.48",$0.00,9
464,"Witting, Haley and Koss",aIFlAF6d1B,1,0,"$3,447,433.57","$3,447,433.57",$0.00,4
497,Abernathy-Jones,QpJShC,1,0,"$7,937,353.51","$7,937,353.51",$0.00,3
483,Hammes Inc,PKaNgqI9QC,2,0,"$3,253,506.32","$3,253,506.32",$0.00,16
504,"Prosacco, Gottlieb and Mills",4564wPquKvVW,0,0,"$8,524,062.37","$8,524,062.37",$0.00,51
449,Collins-Stiedemann,DSAGnbq,4,0,"$1,640,456.78","$1,640,456.78",$0.00,96
498,Lemke and Sons,v2UxY2N4aFT,0,0,"$1,608,571.51","$1,608,571.51",$0.00,42
466,Ryan and Sons,vSx162,1,0,"$4,648,781.58","$4,648,781.58",$0.00,63
470,Shields Group,uBwGFCKZNm,2,0,"$2,227,290.06","$2,227,290.06",$0.00,21
489,Hudson-McClure,AksWnA23cD,1,0,"$4,771,389.07","$4,771,389.07",$0.00,32
499,Kihn-Farrell,CFFDT8Q,1,0,"$5,896,615.71","$5,896,615.71",$0.00,56
469,Homenick LLC,ajbguF3,2,0,"$7,080,807.83","$7,080,807.83",$0.00,76
480,Kuhn LLC,arVvNkNbZFrg,1,0,"$1,933,512.85","$1,933,512.85",$0.00,81
485,Gusikowski-Wunsch,tBto4Z,0,0,"$2,203,831.05","$2,203,831.05",$0.00,21
463,"Grimes, Streich and Heaney",n10yfPzuvtB,2,0,"$7,254,233.48","$7,254,233.48",$0.00,27
537,Murray Group,dkZeum,0,0,"$584,154.95","$584,154.95",$0.00,59
435,Jakubowski LLC,J9M21CSH,1,0,"$698,800.09","$698,800.09",$0.00,25
427,"Sanford, Kshlerin and Heidenreich",Bu6Ueioz4i3,1,0,"$4,005,160.64","$4,005,160.64",$0.00,38
476,Mayer and Sons,MQGKjL,0,0,"$1,206,654.40","$1,206,654.40",$0.00,69
541,Metz Inc,D8LMROUW2V,0,0,"$4,013,773.07","$4,013,773.07",$0.00,88
524,Thompson Group,X4pZYR,0,0,"$1,676,309.43","$1,676,309.43",$0.00,53
532,Mitchell-Zemlak,TyghZ8,0,0,"$2,385,623.80","$2,385,623.80",$0.00,61
502,Paucek-Cassin,iwghvnS,0,0,"$6,917,402.14","$6,917,402.14",$0.00,45
429,"Herzog, Schinner and Herman",fisFPkH9V2,1,0,"$8,484,569.97","$8,484,569.97",$0.00,73
467,"Russel, Kilback and Lemke",7TahIeR24hk,1,0,"$6,132,191.17","$6,132,191.17",$0.00,75
510,Price and Sons,GAjPsCuv,0,0,"$5,708,701.08","$5,708,701.08",$0.00,61
440,Predovic-Jones,Q2URrX,1,0,"$3,666,857.13","$3,666,857.13",$0.00,24
513,"McLaughlin, Nienow and Gleason",dt4ucvnzln8,0,0,"$6,002,313.26","$6,002,313.26",$0.00,55
486,Little LLC,n2yM15yW8,0,0,"$8,031,081.33","$8,031,081.33",$0.00,26
533,"Cruickshank, O'Reilly and Thiel",BZLkkd49eE,0,0,"$537,849.48","$537,849.48",$0.00,27
503,Borer-Feeney,SVjFiukIg1ja,0,0,"$6,851,951.22","$6,851,951.22",$0.00,56
494,"Grady, Von and Torp",rs0Dy6FeyT,1,0,"$6,321,682.29","$6,321,682.29",$0.00,55
475,Kulas Inc,pHcoD4IEO,0,0,"$6,903,604.79","$6,903,604.79",$0.00,91
509,Reinger-Cassin,dLhZzqU3JrHt,0,0,"$5,716,235.03","$5,716,235.03",$0.00,81
505,Rau and Sons,syekBi,0,0,"$3,714,921.36","$3,714,921.36",$0.00,47
496,McCullough-Collier,5PKpEapr6q,2,0,"$6,723,095.94","$6,723,095.94",$0.00,11
433,Homenick-Kulas,3sPzWWW7K6Oe,4,0,"$8,863,192.08","$8,863,192.08",$0.00,16
478,Terry Group,xxsnKCJ,1,0,"$457,471.90","$457,471.90",$0.00,64
462,Altenwerth-Koch,DtrgFdtMWtnE,3,0,"$1,758,034.90","$1,758,034.90",$0.00,94
473,Ritchie Group,a8NOaXxCdH,0,0,"$5,864,674.15","$5,864,674.15",$0.00,5
432,"Satterfield, Lubowitz and Hessel",lTOHLxmLog,1,0,"$8,037,426.44","$8,037,426.44",$0.00,84
482,Purdy LLC,QJiuxH,0,0,"$4,037,210.38","$4,037,210.38",$0.00,12
481,Runolfsson-Conn,eYOQzu4F0dfE,0,0,"$3,128,559.32","$3,128,559.32",$0.00,63
506,Cremin-Williamson,BtUeHQ,0,0,"$5,865,640.55","$5,865,640.55",$0.00,35
526,Jacobs Inc,1PaFYvAOqQEM,0,0,"$793,853.94","$793,853.94",$0.00,83
472,Schmitt Group,WIugW7CML,0,0,"$7,840,401.65","$7,840,401.65",$0.00,34
448,"Schinner, Howe and White",9ilwqqyGpn5A,2,0,"$6,890,635.70","$6,890,635.70",$0.00,70
495,"Ritchie, Boyle and Conn",282tgSl2Q3H,0,0,"$8,304,051.91","$8,304,051.91",$0.00,72
542,"Lueilwitz, Rempel and Considine",T5TPttAQ,0,0,"$7,734,247.07","$7,734,247.07",$0.00,84
477,Bogan Inc,lBuGRc1DE4B,1,0,"$2,825,409.84","$2,825,409.84",$0.00,24
450,Keeling and Sons,Ax9ALVuFpn,1,0,"$1,215,582.72","$1,215,582.72",$0.00,75
454,Hansen-Bode,CQbwD4GpRd4,2,0,"$3,932,018.36","$3,932,018.36",$0.00,32
512,Feest-Mante,7uGkb3dpf,0,0,"$6,867,307.43","$6,867,307.43",$0.00,4
468,Langworth-Russel,2PXv6Ths,0,0,"$2,384,828.81","$2,384,828.81",$0.00,45
474,VonRueden-Hansen,oQjX5SDL2V,3,0,"$6,906,723.07","$6,906,723.07",$0.00,28
539,Jones Group,udwSa1j2fD,0,0,"$4,572,134.85","$4,572,134.85",$0.00,49
484,Mann Inc,7qfkAXzB8g,1,0,"$2,424,742.95","$2,424,742.95",$0.00,78
456,Lehner-Hickle,zDnPIXVAy1w,1,0,"$4,714,811.44","$4,714,811.44",$0.00,83
439,Stroman-Mayert,R5gE0Xy0ZL5y,1,0,"$4,976,052.86","$4,976,052.86",$0.00,91
461,"Wuckert, Leuschke and Windler",Me9AesSy,1,0,"$3,063,775.44","$3,063,775.44",$0.00,22
453,"Haley, Miller and Connelly",217uaz,1,0,"$3,112,876.49","$3,112,876.49",$0.00,48
593,Pfannerstill-Hermann,ql1SpGvatb,0,0,"$2,651,977.14","$2,651,977.14",$0.00,11
577,"Metz, Rogahn and Yundt",sxd3qf,0,0,"$2,145,853.13","$2,145,853.13",$0.00,46
603,Grimes-Johnston,8k3g6VMN,0,0,"$4,184,834.90","$4,184,834.90",$0.00,51
570,"Volkman, Mueller and Boyer",Nddb04,1,0,"$7,682,719.56","$7,682,719.56",$0.00,78
535,"Mayer, Hudson and Murazik",wmE6LA,1,0,"$601,562.43","$601,562.43",$0.00,57
547,Schowalter Inc,7Tk1ebY8T,2,0,"$582,783.12","$582,783.12",$0.00,84
585,Feest-Heathcote,cgUDzJY,0,0,"$8,298,627.00","$8,298,627.00",$0.00,7
546,Schowalter LLC,T2NGSeZ5TfK,2,0,"$6,821,379.05","$6,821,379.05",$0.00,86
647,"White, Fahey and Quitzon",Z7YQ2G5tC4e,0,0,"$103,647.67","$103,647.67",$0.00,50
