id,username,password,balance,charitySum,closedFingAmount
484,dscurreydf,HQw1PNzSlBFH,$50000.00,0,0
485,shaughandg,XfpqFYNp,$50000.00,0,0
486,psotworthdh,nC2qZmD0zZ,$50000.00,0,0
487,itackledi,uwMMpVFQP,$50000.00,0,0
488,pborlanddj,uaZTgi3TQz,$50000.00,0,0
489,tjacobsohndk,k7fFOl1,$50000.00,0,0
490,adowtrydl,EeMCrdUt3jZ,$50000.00,0,0
491,mspiveydm,gBeIk8H,$50000.00,0,0
492,esunnersdn,H3g5VT4tqkm,$50000.00,0,0
493,scristofolodo,dEomDN5GF,$50000.00,0,0
494,dellerdp,ikoq3E,$50000.00,0,0
495,lservantdq,nWLwVTCkG4MT,$50000.00,0,0
496,kferrydr,lk8zlXToZ,$50000.00,0,0
497,bwissbyds,vlDp0I,$50000.00,0,0
498,dgozneydt,7aAYpKyJqn,$50000.00,0,0
499,bsheltondu,7dFJssx6L,$50000.00,0,0
500,rharberdv,b2iZ3ds0Uh37,$50000.00,0,0
501,meastcottdw,fSLxfaegwJi,$50000.00,0,0
502,nwebburndx,TwVDceZre,$50000.00,0,0
503,clindldy,pZBxuIDp,$50000.00,0,0
504,bhailstondz,ELQe3RCcRa,$50000.00,0,0
505,aelwarde0,2vJRXgX,$50000.00,0,0
506,nedele1,zz6XVX,$50000.00,0,0
507,mmorricee2,F1M0d8,$50000.00,0,0
508,derwine3,3JRIp2Z,$50000.00,0,0
509,tsimsone4,BxdX1DIFCT,$50000.00,0,0
510,bworshalle5,5cZzZaMQLtP4,$50000.00,0,0
511,rjollimane6,O633Nhyyd,$50000.00,0,0
512,mclemette7,xMISkN5,$50000.00,0,0
513,lkwieteke8,Lo7cl6vZ7E,$50000.00,0,0
514,sdantone9,rB2BDd52Oq,$50000.00,0,0
515,bevinsea,mTb73EiD,$50000.00,0,0
516,ebartolomeazzieb,h6tMUZ,$50000.00,0,0
517,fdadgeec,KTpYuph,$50000.00,0,0
518,calthroped,BUPqHs,$50000.00,0,0
519,coakmanee,BBRCHEV,$50000.00,0,0
520,jpreddleef,rZhLNsbBU,$50000.00,0,0
521,beagleneg,IDGD9g,$50000.00,0,0
522,wyakovliveh,7H5r8Kk8,$50000.00,0,0
523,jsikorskiei,JPUb6ZVH,$50000.00,0,0
524,fgutej,FSx7V2hCowS,$50000.00,0,0
525,haleavyek,J6QMjnarPAy,$50000.00,0,0
526,lkingcoteel,Ta3veRF9,$50000.00,0,0
527,cvasserem,DNvmCNLpivan,$50000.00,0,0
528,sbrookeren,WW6vYTE,$50000.00,0,0
529,gwornumeo,nJvyUnVVk,$50000.00,0,0
530,ipummellep,tOpXGmx,$50000.00,0,0
531,kaldricheq,84DcMn4,$50000.00,0,0
532,gmccooker,7Ax1uv,$50000.00,0,0
533,vdixceyes,wtyPe9Or,$50000.00,0,0
534,hlarteret,PvnrzuZ58Gg,$50000.00,0,0
535,lbroxholmeeu,vILuOS7,$50000.00,0,0
536,abroschkeev,e58ilF2pP,$50000.00,0,0
537,fjoderliew,WQDX6YHLrXp,$50000.00,0,0
538,jthonex,YMMmoUW1L3kF,$50000.00,0,0
539,etroppmanney,Hu32rimwwB,$50000.00,0,0
540,ssimonuttiez,Xh2P9bZHk,$50000.00,0,0
541,dhaggasf0,wDvSJomPI03,$50000.00,0,0
542,tkellowayf1,KTgUVa,$50000.00,0,0
543,dveillardf2,wTYizoPzmR3,$50000.00,0,0
544,bjambrozekf3,mMNxec7ao,$50000.00,0,0
545,plipprosef4,KhK2WmcpK,$50000.00,0,0
546,vtighef5,Aszgh686c1pF,$50000.00,0,0
547,odunsterf6,Hro5NVwYolR,$50000.00,0,0
548,bcahnf7,3afxLl,$50000.00,0,0
549,kziemkef8,hVSxySC,$50000.00,0,0
550,fbehninckf9,8vTVe18tRLf,$50000.00,0,0
551,shedanfa,Jq0mFU,$50000.00,0,0
552,tmaddocksfb,THAXP6nFO,$50000.00,0,0
553,kbruneaufc,vpm7Ii,$50000.00,0,0
554,zclifffd,XjJrQuospQp,$50000.00,0,0
555,llillegardfe,xfTAXFbB,$50000.00,0,0
556,tselfff,fksFJrX,$50000.00,0,0
557,dpickinfg,PPUfdajlnwAs,$50000.00,0,0
558,wvaldesfh,avvZYzVq9,$50000.00,0,0
559,mcahalinfi,drSTjCN0Y,$50000.00,0,0
560,aronischfj,Ys90RBJl,$50000.00,0,0
561,ciacovinofk,jp5ZcAVsK,$50000.00,0,0
562,coliphantfl,t5RPwfzA2Q,$50000.00,0,0
563,ahavefm,7YgwpL9,$50000.00,0,0
564,mfordycefn,5dp4CGUKw,$50000.00,0,0
565,gyeardsleyfo,U3tTuMIuOu6,$50000.00,0,0
566,lwilksfp,Vp0f1JPVsA,$50000.00,0,0
567,bpickoverfq,4vxl62Y0ZkFh,$50000.00,0,0
568,obraderfr,4NwLPMj,$50000.00,0,0
569,nmelonbyfs,EpdcTXmXEB,$50000.00,0,0
570,cradboneft,94blpIpLCOR,$50000.00,0,0
571,bgoldbergfu,GaIpBDl66o,$50000.00,0,0
572,lleakfv,i8MpGN,$50000.00,0,0
573,mlegricefw,VutPjiWS5p,$50000.00,0,0
574,wvossefx,bPnNE4cTuQK,$50000.00,0,0
575,ctorresify,cMudNBQWm6kn,$50000.00,0,0
576,eseysfz,v53HPvcyQUDf,$50000.00,0,0
577,tspringthorpeg0,PSa6N91T,$50000.00,0,0
578,cjoscelyng1,ljK0Fsv5L,$50000.00,0,0
579,kmcgonnellg2,VriDf1IR,$50000.00,0,0
580,mdietscheg3,2YXKPhzmy4,$50000.00,0,0
581,uhalligang4,jQ9n9b0Nk5,$50000.00,0,0
582,rureng5,AlXnfsG04Qb,$50000.00,0,0
583,cvarndellg6,hXXbRgfuf,$50000.00,0,0
584,sjanuszg7,HjUxXJver,$50000.00,0,0
585,sboulterg8,4OcZaGlDPN,$50000.00,0,0
586,tlomaxg9,uDCo1AlgwYE5,$50000.00,0,0
587,wfulkga,YKBD2VzH4Il,$50000.00,0,0
588,aruprechtgb,klDMOEcaQ,$50000.00,0,0
589,hizhakgc,eh5IkF1OB,$50000.00,0,0
590,hmeconigd,Tqag3iFKww,$50000.00,0,0
591,wbrownbillge,IGXV7TB5V,$50000.00,0,0
592,mbeushawgf,eggVcz153la,$50000.00,0,0
593,asandellsgg,1pvzwq9oQHN,$50000.00,0,0
594,syitshakgh,J0lGda,$50000.00,0,0
595,cloveridgegi,C6jyQ6ogHlzE,$50000.00,0,0
596,ndabnotgj,CVknNM,$50000.00,0,0
597,hdisleygk,BmjVMNXZOi,$50000.00,0,0
598,jfrankisgl,2knd5F,$50000.00,0,0
599,tdinzeygm,iwQ01kQ7h,$50000.00,0,0
600,esalatinogn,wZHfr0yFFFbl,$50000.00,0,0
601,heggersgo,70kB4lFiBsY,$50000.00,0,0
602,soliveiragp,8AxhIw,$50000.00,0,0
603,abartomieugq,x9BFSM,$50000.00,0,0
604,fsignorelligr,PVqd35Dki5J,$50000.00,0,0
605,hprettjohngs,eNoU7P0,$50000.00,0,0
606,nfeehangt,uygfhjVYj,$50000.00,0,0
607,gbroadnickegu,4orp4Esau15,$50000.00,0,0
608,mwindressgv,QaxGeAQYKa2,$50000.00,0,0
609,dhatchergw,Jfjl3KXF,$50000.00,0,0
610,kduminigx,LI5cajW0q0,$50000.00,0,0
611,ulocklessgy,2rx4FGiInrw3,$50000.00,0,0
612,lmcturleygz,8QXAlNHaei,$50000.00,0,0
613,adelleschih0,6w24r08,$50000.00,0,0
614,rbyrkmyrh1,mMJAGQf2,$50000.00,0,0
615,pmulhillh2,RNO54FKNm,$50000.00,0,0
616,bomaileyh3,78G72JFqT,$50000.00,0,0
617,jcallowh4,jocBDtX,$50000.00,0,0
618,ejeckellh5,kToWqPhbwMLG,$50000.00,0,0
619,sissacovh6,5bFpdTiz4t,$50000.00,0,0
620,tturfush7,hJL7xHdLTj,$50000.00,0,0
621,kabrianih8,DZbgDuXn0,$50000.00,0,0
622,vhaglintonh9,PUwZcoLIt867,$50000.00,0,0
623,aallmondha,baEml53M,$50000.00,0,0
624,cbenoisthb,T28hCngQ,$50000.00,0,0
625,mcasinahc,YUMSZc6Ru5,$50000.00,0,0
626,kbouslerhd,j7zvWq6M1l,$50000.00,0,0
627,sarnaudihe,QgczjJw,$50000.00,0,0
628,zavenhf,RguTY5,$50000.00,0,0
629,msopphg,8G3U6XgO4cG,$50000.00,0,0
630,mmaidstonehh,QxdXl2izHDYs,$50000.00,0,0
631,cbillhamhi,Ndbcww,$50000.00,0,0
632,cpettingallhj,vf0ONQQ4CBt,$50000.00,0,0
633,glongleyhk,5wPfR9b,$50000.00,0,0
634,pvanderweedenburghl,GdsgkwST,$50000.00,0,0
635,dmullalyhm,vRc2pD44T8rv,$50000.00,0,0
636,oclifforthhn,TkYBdhkxMxH,$50000.00,0,0
637,wgreenoho,lkX6XN4qJU4,$50000.00,0,0
638,ehowsanhp,NXkAQTX,$50000.00,0,0
639,gculleyhq,kwiJUwrl,$50000.00,0,0
640,acleaveshr,tBt8FanbjYu,$50000.00,0,0
641,kholbornhs,LwHowjdZ9B,$50000.00,0,0
642,cpirelliht,dkERsvms,$50000.00,0,0
643,cflynnhu,2cDlnTZLwe,$50000.00,0,0
644,aharraginhv,jSU40tm0H,$50000.00,0,0
645,mcollumhw,wHFzkTdl1FA,$50000.00,0,0
646,msherwynhx,DISQ6LEII0oW,$50000.00,0,0
647,rmilanhy,X0Y0VDNTPsW,$50000.00,0,0
648,ckennifeckhz,fK2In7nuqivm,$50000.00,0,0
649,stembletti0,TwMknoO,$50000.00,0,0
650,vpinchbecki1,834ovvwHlfx,$50000.00,0,0
651,lhopferi2,LPVPNV,$50000.00,0,0
652,tstefii3,65TwXvi,$50000.00,0,0
653,kriddingtoni4,U4AqLiXH8,$50000.00,0,0
654,bkindoni5,gQ0gnnh,$50000.00,0,0
655,bgaskarthi6,YdH6OK,$50000.00,0,0
656,rcaghani7,X7CxdEFqDfn,$50000.00,0,0
657,cstannahi8,6MlgIiXaELJ,$50000.00,0,0
658,agreastyi9,WlkMg5,$50000.00,0,0
659,ksimoesia,zGsd4uFJz,$50000.00,0,0
660,jissacoffib,agF4YMPllN,$50000.00,0,0
661,tgallawayic,D7Tu6pzRZz,$50000.00,0,0
662,smccarlieid,dr9G2pOm343,$50000.00,0,0
663,jhuikerbyie,XW3FKXQFvW,$50000.00,0,0
664,llonghurstif,gixh24,$50000.00,0,0
665,awithringtonig,UlUOsf,$50000.00,0,0
666,jwarnesih,z0h5zQ,$50000.00,0,0
667,nnapoleonii,CM5ioHnHR4DC,$50000.00,0,0
668,csizeij,kt5Hfc5Vw4,$50000.00,0,0
669,khebnerik,AAJJ5pxJ3D,$50000.00,0,0
670,rjillingsil,pppGuHacPH1,$50000.00,0,0
671,dwoodingtonim,69zCcLNa,$50000.00,0,0
672,imegaineyin,wiAWtpCq,$50000.00,0,0
673,gscaddonio,5Jnuznz,$50000.00,0,0
674,astrakerip,PY2lOoMa,$50000.00,0,0
675,fceschiiq,0zYyJyxKbzN,$50000.00,0,0
676,rbrabenir,zKjkT59Q,$50000.00,0,0
677,cmccomiskieis,UMXYxTpZC,$50000.00,0,0
678,cstoppit,opve7A,$50000.00,0,0
679,ademaineiu,lKSkuo,$50000.00,0,0
680,rlasselleiv,mApry0Ju,$50000.00,0,0
681,mwimpeneyiw,wmaLvnxm7Z,$50000.00,0,0
682,dnortonix,2YHjGTg41GA,$50000.00,0,0
683,lfaltiniy,OlpgZis6UWN,$50000.00,0,0
684,gingreyiz,7KfFimY,$50000.00,0,0
685,mormesherj0,gMELyvINM,$50000.00,0,0
686,eluisj1,qSMbH2grU3gD,$50000.00,0,0
687,rdecourtj2,KkIADK,$50000.00,0,0
688,bdrancej3,JRw3yaDzW,$50000.00,0,0
689,dgaudinj4,Sftv1r7cciX,$50000.00,0,0
690,pgordonj5,FEq5JNMcr,$50000.00,0,0
691,mbertolinj6,b0SKNk,$50000.00,0,0
692,dmcentagartj7,XmjEI4ofMP7,$50000.00,0,0
693,rdurdlej8,Too0QYJgTcd,$50000.00,0,0
694,dcampbelldunlopj9,tQgzKyK,$50000.00,0,0
695,jvasquezja,6OsddRJI,$50000.00,0,0
696,jbackhurstjb,xmRNjx,$50000.00,0,0
697,cbatesjc,D1hAa3bq,$50000.00,0,0
698,msievejd,ZwaoA7zXL,$50000.00,0,0
699,daudenisje,JSGo45aQT,$50000.00,0,0
700,allewellenjf,99ImGWDdcrYB,$50000.00,0,0
701,gvanrossjg,H6obN17GCU,$50000.00,0,0
702,wpearmanjh,QeHPqknkDj,$50000.00,0,0
703,lmacgibbonji,KSh7agClF,$50000.00,0,0
704,spardonjj,M80DPx,$50000.00,0,0
705,fmajorjk,1TCe1sUWnA,$50000.00,0,0
706,tslixbyjl,3ER6H8a5uev,$50000.00,0,0
707,eeddowisjm,b1TsiQe,$50000.00,0,0
708,athurlbournejn,VuczuhjAv,$50000.00,0,0
709,agierthjo,hdsFdtx,$50000.00,0,0
710,tnuttingjp,OuQ2VRLKpi,$50000.00,0,0
711,mwoakesjq,7uEZ74p,$50000.00,0,0
712,twinsiowieckijr,Ind20K3zdU,$50000.00,0,0
713,eolyonovjs,Rb1H88i,$50000.00,0,0
714,sbessonjt,bYDTF3umGqz7,$50000.00,0,0
715,ispacieju,Eg0mo2bk1,$50000.00,0,0
716,lburchmorejv,FPfJPFQB0G,$50000.00,0,0
717,spizziejw,np0Zr0NqQ5V,$50000.00,0,0
718,dlangtryjx,0QQY5eKN,$50000.00,0,0
719,mespinheirajy,zpPxzoi,$50000.00,0,0
720,dfaughnanjz,LnTNdimnycOW,$50000.00,0,0
721,dpettik0,xKh1Zyj,$50000.00,0,0
722,ainklek1,FfuIXg2xg43R,$50000.00,0,0
723,wsipsonk2,HM0NglR6ql,$50000.00,0,0
724,rludeek3,GJQMuOL7,$50000.00,0,0
725,kbernakiewiczk4,xvw1M941x,$50000.00,0,0
726,wheballk5,VnAYeohhIHJh,$50000.00,0,0
727,csmeethk6,igoCXgren,$50000.00,0,0
728,ahoutbyk7,x4JhkTZ,$50000.00,0,0
729,dputleyk8,PKtXoMT9,$50000.00,0,0
730,jroblouk9,85ZZsDh2,$50000.00,0,0
731,svittetka,A1EOTP,$50000.00,0,0
732,fbottinikb,KoIMklQpZTPV,$50000.00,0,0
733,slawrensonkc,ZkhWUQuth6WE,$50000.00,0,0
734,nmcduallkd,7slP3qp5k,$50000.00,0,0
735,lmactimpanyke,1LmwGZFjOQnH,$50000.00,0,0
736,cgoodbarkf,Cquv9x80H7Q,$50000.00,0,0
737,kspratlingkg,Qy2GRMaZh8,$50000.00,0,0
738,nleckenbykh,VH0HXg,$50000.00,0,0
739,cslefordki,EdOqgJijEFw,$50000.00,0,0
740,afernelykj,EgJsy8Bt,$50000.00,0,0
741,dlowensohnkk,mD6zyA5euCXX,$50000.00,0,0
742,gbeckekl,DeGPdK,$50000.00,0,0
743,dmandreskm,JFzwEB0,$50000.00,0,0
744,csalvadorikn,XmAjiKf,$50000.00,0,0
745,mloudwellko,fai2DK8fHgVj,$50000.00,0,0
746,jhebblewhitekp,ZSWCI1pQ3v,$50000.00,0,0
747,fscoynekq,ul8D3MCYk,$50000.00,0,0
748,mmillomkr,qQsTp7,$50000.00,0,0
749,mrushmerks,uXXwAzNQ,$50000.00,0,0
750,lblackburnkt,iSfGZt,$50000.00,0,0
751,dnenciku,GhzaXoafs,$50000.00,0,0
752,mdungeykv,KjKBM3Ro,$50000.00,0,0
753,estubbskw,IHAUddyBx,$50000.00,0,0
754,jburgherkx,YwgT1Rq4bG,$50000.00,0,0
755,pdillingstonky,uOXy2M999Q3,$50000.00,0,0
756,cshakesbykz,X2EPPpfc4h,$50000.00,0,0
757,astannersl0,y75aArHmBnd,$50000.00,0,0
758,blambdinl1,rPh4rNO,$50000.00,0,0
759,rdefrainel2,bXzalHjBRz,$50000.00,0,0
760,djellisl3,Kux73MTw9NZ7,$50000.00,0,0
761,cbonnerl4,8jVM27,$50000.00,0,0
762,bbootherl5,6s6Wfd,$50000.00,0,0
763,abutterwickl6,bnwTfzVyJn,$50000.00,0,0
764,ssalll7,Oueha6,$50000.00,0,0
765,jsutherbyl8,FvfTWgXBfBy,$50000.00,0,0
766,sbastonl9,vPIXRQfX,$50000.00,0,0
767,gkestertonla,Na6ery0P,$50000.00,0,0
768,mellereylb,q2qdMy,$50000.00,0,0
769,lcorainilc,ztd1RP,$50000.00,0,0
770,pmackowleld,XhkpzuG8,$50000.00,0,0
771,kcarnegyle,bO5xFlEjA,$50000.00,0,0
772,dpaxfordelf,bqPBOzW1ig,$50000.00,0,0
773,sparkhouselg,wHlQacJn8,$50000.00,0,0
774,dpeschkelh,OSYbrSXpYy0,$50000.00,0,0
775,strevillionli,fRpb3zmAY5pu,$50000.00,0,0
776,tsheppardlj,A851ujlE3,$50000.00,0,0
777,athreadgilllk,Ro3vXu1GXOV,$50000.00,0,0
778,lworsamll,LKIkbvYLeb2,$50000.00,0,0
779,esabinlm,3vLTTSiG,$50000.00,0,0
780,mbonnesenln,WTsChgZn6Tcb,$50000.00,0,0
781,fbetjeslo,6DmMlY5qL50,$50000.00,0,0
782,dlongstreethlp,cP1NV6TW9l,$50000.00,0,0
783,uflockhartlq,tgDrKo35,$50000.00,0,0
784,jbodycombelr,KlmgCwp1,$50000.00,0,0
785,rceeleyls,coyYgoPKP6WB,$50000.00,0,0
786,tnicklinlt,ZHgt7P,$50000.00,0,0
787,dselewaylu,szh7hcQ,$50000.00,0,0
788,adorbinlv,heSwnx6,$50000.00,0,0
789,csmizlw,EBRPQkIY,$50000.00,0,0
790,ahollowslx,fHLX6yFx7KTJ,$50000.00,0,0
791,bpoxtonly,FHAuQS,$50000.00,0,0
792,wcrampsylz,TUsZM1ML,$50000.00,0,0
793,rgerholzm0,gYeISMGi,$50000.00,0,0
794,platheym1,lbLm9C158,$50000.00,0,0
795,dbeckenhamm2,hhujd2PEW,$50000.00,0,0
796,tlysaghtm3,8EwHw5,$50000.00,0,0
797,ctonnesenm4,LDuz0ebP,$50000.00,0,0
798,ashimonim5,EagXUG,$50000.00,0,0
799,vgeraschm6,RZrj7vDqG,$50000.00,0,0
800,ccasseym7,G7F4Te6sKSb,$50000.00,0,0
801,atomensonm8,WXT0bhX,$50000.00,0,0
802,hshurmerm9,7uFFX6uWUNl,$50000.00,0,0
803,olovejoyma,4CdYkVPXYn3,$50000.00,0,0
804,bhandscombmb,evTIth,$50000.00,0,0
805,psneakermc,1mOPWTO,$50000.00,0,0
806,dmatelaitismd,teyY35Jm,$50000.00,0,0
807,spaffotme,n2IK44H,$50000.00,0,0
808,mfaulksmf,jjL3yxaMmLH,$50000.00,0,0
809,mteligamg,yaUQuDqvtNC0,$50000.00,0,0
810,cgristwoodmh,XMKmzrdLLB,$50000.00,0,0
811,brobkenmi,x0HxVBbt,$50000.00,0,0
812,lstrafenmj,AjIV9gLAF,$50000.00,0,0
813,cfrancklynmk,nRKN3rsyo,$50000.00,0,0
814,mwhetnellml,i0jjaCJvHQ7j,$50000.00,0,0
815,fshevelsmm,1quA7sbyzKkt,$50000.00,0,0
816,mpeertmn,ADiQ5P,$50000.00,0,0
817,jgitthousemo,ffukyVxSG,$50000.00,0,0
818,mcollissonmp,FwTYUGCQQOU,$50000.00,0,0
819,cstebbingsmq,EtAjMybss3E5,$50000.00,0,0
820,eeldenmr,kty9n9ZG5mp,$50000.00,0,0
821,dscorahms,EDdiHNh,$50000.00,0,0
822,ppaulleymt,tK8pnRyNN,$50000.00,0,0
823,ncreevymu,2W9ZhHpZUFST,$50000.00,0,0
824,jbrennenmv,wmXsA4TvD,$50000.00,0,0
825,sjouanotmw,6dcd80HLkiKB,$50000.00,0,0
826,bpfaffemx,0eZ9JJRnKvxG,$50000.00,0,0
827,ksnellmanmy,REiSSW46,$50000.00,0,0
828,gnorridgemz,DlpYfPGsG,$50000.00,0,0
829,mgoakesn0,OYFEP0,$50000.00,0,0
830,mgerrann1,0FZfO39ViV,$50000.00,0,0
831,dminillon2,JsuFFXV,$50000.00,0,0
832,twrenn3,9VbQ2lgK,$50000.00,0,0
833,weisenbergn4,pxkNl1AAw5,$50000.00,0,0
834,avreibergn5,fC63im0,$50000.00,0,0
835,dhehnken6,ynmXj1N,$50000.00,0,0
836,ekinneallyn7,l15elpUZeC4N,$50000.00,0,0
837,dcowhign8,Vk9VOa,$50000.00,0,0
838,dolenechann9,mWFC14Ncrg8L,$50000.00,0,0
839,cwarrenerna,gPXvamMV,$50000.00,0,0
840,jhinrichnb,TYvTU4e,$50000.00,0,0
841,rforstallnc,znOysOY9ipNY,$50000.00,0,0
842,jharrildnd,WlGYni,$50000.00,0,0
843,agaiterne,awalGDylx,$50000.00,0,0
844,koliveynf,xbJl3MyJs1Yz,$50000.00,0,0
845,ashirdng,gdxJr2,$50000.00,0,0
846,jchartresnh,Z1QUJ11,$50000.00,0,0
847,mdehooghni,JMhabFMbL4S,$50000.00,0,0
848,abinleynj,yP0od6,$50000.00,0,0
849,hmcawnk,02HoF8i4FoQ,$50000.00,0,0
850,mcrennannl,oUCLIkwl1LSp,$50000.00,0,0
851,jstandbridgenm,JDtivtNdNhC,$50000.00,0,0
852,jgeorgelnn,9HybJ6p8i44A,$50000.00,0,0
853,mbrambleyno,OnTTbbIdw,$50000.00,0,0
854,bhuncotenp,ZqNdkcsK,$50000.00,0,0
855,rcuberleynq,VkKxiaI2hUZ,$50000.00,0,0
856,droycroftnr,3ryFWxCuql,$50000.00,0,0
857,boldalens,5rm50NPcbh,$50000.00,0,0
858,hharriskinent,ZglqFbNroc,$50000.00,0,0
859,npatershallnu,gbRDTdhiZLDM,$50000.00,0,0
860,emcilraithnv,HRyXuabXszwu,$50000.00,0,0
861,rgoodaynw,Uy4Esh,$50000.00,0,0
862,azappelnx,mETKt4q5AzA,$50000.00,0,0
863,rgrevilleny,5kNqHJ8E,$50000.00,0,0
864,wscarlonnz,WDIiQb,$50000.00,0,0
865,fsousao0,LK287B,$50000.00,0,0
866,hbrownseyo1,0gLBrnaIY,$50000.00,0,0
867,kfibbingso2,60FS78vA,$50000.00,0,0
868,bbliveno3,X0sNQh3r7Bc,$50000.00,0,0
869,krillstoneo4,zWy7Mh,$50000.00,0,0
870,moveyo5,sGodbI,$50000.00,0,0
871,gdoftyo6,l7g2tLDooHG,$50000.00,0,0
872,amcpeeterso7,cw2IAHBmLyft,$50000.00,0,0
873,driveo8,OgfYp7u3O8,$50000.00,0,0
874,bbowskillo9,2UQh8gy3E,$50000.00,0,0
875,amalinoa,g8zx27ns,$50000.00,0,0
876,nfriedlosob,avsrl2j1F,$50000.00,0,0
877,mdutnelloc,Se4cdON5HeS,$50000.00,0,0
878,mmclugishod,RdIXfY9,$50000.00,0,0
879,mbouldonoe,NsCcZHRXw,$50000.00,0,0
880,malleryof,GbDiXbs,$50000.00,0,0
881,wczajkaog,uiRxVT,$50000.00,0,0
882,agaishoh,bbdRNwDvq2j,$50000.00,0,0
883,mosoriooi,vwCQuzzXsIk,$50000.00,0,0
884,hcopinoj,MqWGZBKt,$50000.00,0,0
885,otamlettok,BG1wMO,$50000.00,0,0
886,pduhamelol,V3kCvuA,$50000.00,0,0
887,wwordsworthom,mVISG5Sr,$50000.00,0,0
888,kmaccheyneon,Pcnj2k,$50000.00,0,0
889,ljakubovitsoo,2zx2Psj,$50000.00,0,0
890,mgerattop,T4lQbdkXoGzJ,$50000.00,0,0
891,kbelfrageoq,lDh9CXY9l0vy,$50000.00,0,0
892,gavrasinor,zHnw2Ox,$50000.00,0,0
893,jdicksonos,LTaco0,$50000.00,0,0
894,jgourleyot,srirnWi,$50000.00,0,0
895,bmishou,plfmT2MEE,$50000.00,0,0
896,aespadaterov,qi5CJP,$50000.00,0,0
897,gmargettow,DdsRuUt,$50000.00,0,0
898,vaugustineox,FyPjyLmJs,$50000.00,0,0
899,rwymanoy,FTNSCqmH73,$50000.00,0,0
900,omaccreeoz,TI4Zl5LJNQQ,$50000.00,0,0
901,ahebbesp0,wFaQYvn,$50000.00,0,0
902,amussettip1,yxbMvah8gdgt,$50000.00,0,0
903,mspourep2,qedy08eh,$50000.00,0,0
904,qgleavep3,AwDQoDIXLYWC,$50000.00,0,0
905,hmustchinp4,chh8wxIzy,$50000.00,0,0
906,ccailep5,LnM4oDQGg,$50000.00,0,0
907,gmaccaigp6,rDRMkxDIcLH,$50000.00,0,0
908,swakelinp7,bpAKYX,$50000.00,0,0
909,mmoffattp8,9dUw3ugbh,$50000.00,0,0
910,gcancottp9,oNjChnVJuKt,$50000.00,0,0
911,umenduspa,eTBvhb2,$50000.00,0,0
912,eleavoldpb,JiMHeOECOoj,$50000.00,0,0
913,qpremblepc,iV4MPJ,$50000.00,0,0
914,maccombepd,sziBLjyDM,$50000.00,0,0
915,cspilstedpe,ft9CkW,$50000.00,0,0
916,asilkstonepf,nKNrH6xNZuG,$50000.00,0,0
917,hgarnsworthpg,yGP1xyxklhNu,$50000.00,0,0
918,mchippph,0GOyfB,$50000.00,0,0
919,gimpettpi,TnFQ7vsSj,$50000.00,0,0
920,ttrevorpj,dQjRWWsQ,$50000.00,0,0
921,mwildborepk,15Krw7YHD,$50000.00,0,0
922,hhammertonpl,RJiOasUer,$50000.00,0,0
923,rminettpm,4hkyxke77aSp,$50000.00,0,0
924,mtorrespn,RrNvR00p,$50000.00,0,0
925,tmckimmpo,Vo9mOO,$50000.00,0,0
926,obattertonpp,QBhiYfDd,$50000.00,0,0
927,ljimenezpq,xfiKV1QbLbQr,$50000.00,0,0
928,zblasiakpr,bsYej1ae,$50000.00,0,0
929,tcromwellps,6mwzPxU,$50000.00,0,0
930,lcoullpt,JTabheUHhN,$50000.00,0,0
931,mkleinholzpu,E84xQZxaR6P,$50000.00,0,0
932,tspearespv,lsEIgZ,$50000.00,0,0
933,aullettpw,1A4P4ps3oi,$50000.00,0,0
934,hsivernspx,lydzKw,$50000.00,0,0
935,bsavatierpy,s6wzYwz94zPh,$50000.00,0,0
936,byaldrenpz,lrm3tZg5y8CE,$50000.00,0,0
937,troglieroq0,6YDLMJecFzE,$50000.00,0,0
938,apresnellq1,zRqKUH,$50000.00,0,0
939,fpeplerq2,MIcoLDM,$50000.00,0,0
940,fdormanq3,u9mqUL7,$50000.00,0,0
941,acantonq4,fAhFJo,$50000.00,0,0
942,bfoulgerq5,5Sjdw7gchSX,$50000.00,0,0
943,ymertgenq6,xDcDpLA91dn,$50000.00,0,0
944,bfilleryq7,mmN4BMfQyIW,$50000.00,0,0
945,tclorleyq8,xVMywSUwHmB,$50000.00,0,0
946,agratrexq9,aNKB2V,$50000.00,0,0
947,kbeabyqa,muCbfr5RwKT,$50000.00,0,0
948,llorentzenqb,Og7yYa8y,$50000.00,0,0
949,fdowthwaiteqc,uAGtjWB5TKD,$50000.00,0,0
950,ahardageqd,EYwIvB,$50000.00,0,0
951,mhackingeqe,OUXydCaLq,$50000.00,0,0
952,mwiggqf,wcvwhB89DqPc,$50000.00,0,0
953,tsibilleqg,s1viD9nM,$50000.00,0,0
954,dmulhallqh,SzFJt7McW2Q,$50000.00,0,0
955,wfeatherqi,ByiH0iKp,$50000.00,0,0
956,rpetrovqj,MprGoKynn,$50000.00,0,0
957,kinggallqk,ajSRWfXVGpg,$50000.00,0,0
958,bfentonql,pEXsV98Nvn8r,$50000.00,0,0
959,nkaesmakersqm,jdkGxR4HQ,$50000.00,0,0
960,ksydenhamqn,AwTZkX7NrZC,$50000.00,0,0
961,dgrinstedqo,O30Xyk,$50000.00,0,0
962,gandreiniqp,HEwfWx,$50000.00,0,0
963,msommertonqq,TPugJz7gmDK,$50000.00,0,0
964,rleaheyqr,wgKtDTCJuyS,$50000.00,0,0
